rank,name,author,link,star,fork,language,issues,description,last_commit
74,UltimateAppLockerByPassList,api0cradle,https://github.com/api0cradle/UltimateAppLockerByPassList,1938,352,PowerShell,6,The goal of this repository is to document the most common techniques to bypass AppLocker.,2023-09-11T20:43:25Z
75,Sherlock,rasta-mouse,https://github.com/rasta-mouse/Sherlock,1911,423,PowerShell,2,PowerShell script to quickly find missing software patches for local privilege escalation vulnerabilities.,2018-10-10T09:10:45Z
76,ScubaGear,cisagov,https://github.com/cisagov/ScubaGear,1909,241,PowerShell,203,Automation to assess the state of your M365 tenant against CISA's baselines,2025-01-09T21:44:32Z
77,architecture-center,MicrosoftDocs,https://github.com/MicrosoftDocs/architecture-center,1889,1752,PowerShell,0,Open Source documentation for the Azure Architecture Center on Microsoft Docs,2025-01-10T18:31:15Z
78,Fast-Kubernetes,omerbsezer,https://github.com/omerbsezer/Fast-Kubernetes,1862,552,PowerShell,0,"This repo covers Kubernetes with LABs: Kubectl, Pod, Deployment, Service, PV, PVC, Rollout, Multicontainer, Daemonset, Taint-Toleration, Job, Ingress, Kubeadm, Helm, etc.",2025-01-10T21:23:05Z
79,PoshC2,nettitude,https://github.com/nettitude/PoshC2,1855,328,PowerShell,23,A proxy aware C2 framework used to aid red teamers with post-exploitation and lateral movement.,2024-12-19T12:41:40Z
80,mimikittenz,orlyjamie,https://github.com/orlyjamie/mimikittenz,1835,333,PowerShell,7,A post-exploitation powershell tool for extracting juicy info from memory.,2024-06-28T11:10:03Z
81,A1111-Web-UI-Installer,EmpireMediaScience,https://github.com/EmpireMediaScience/A1111-Web-UI-Installer,1827,212,PowerShell,0,Complete installer for Automatic1111's infamous Stable Diffusion WebUI,2023-08-22T00:30:52Z
82,Extras,ScoopInstaller,https://github.com/ScoopInstaller/Extras,1822,1405,PowerShell,564,📦 The Extras bucket for Scoop.,2025-01-11T08:32:18Z
83,DomainPasswordSpray,dafthack,https://github.com/dafthack/DomainPasswordSpray,1820,381,PowerShell,12,DomainPasswordSpray is a tool written in PowerShell to perform a password spray attack against users of a domain. By default it will automatically generate the userlist from the domain. BE VERY CAREFUL NOT TO LOCKOUT ACCOUNTS!,2024-07-11T18:18:57Z
84,Virtualization-Documentation,MicrosoftDocs,https://github.com/MicrosoftDocs/Virtualization-Documentation,1819,1542,PowerShell,0,"Place to store our documentation, code samples, etc for public consumption.",2024-12-12T19:14:19Z
85,windows-dev-box-setup-scripts,microsoft,https://github.com/microsoft/windows-dev-box-setup-scripts,1774,394,PowerShell,28,Scripts to simplify setting up a Windows developer box,2024-02-02T23:15:52Z
86,Windows-Super-God-Mode,ThioJoe,https://github.com/ThioJoe/Windows-Super-God-Mode,1771,120,PowerShell,2,Creates shortcuts to virtually every special location or action built into Windows,2024-09-14T17:58:07Z
87,bloatbox,builtbybel,https://github.com/builtbybel/bloatbox,1766,107,PowerShell,21,☑️🌠 Remove Bloatwares from Windows 10,2024-02-07T12:38:48Z
88,Enterprise-Scale,Azure,https://github.com/Azure/Enterprise-Scale,1742,984,PowerShell,85,"The Azure Landing Zones (Enterprise-Scale) architecture provides prescriptive guidance coupled with Azure best practices, and it follows design principles across the critical design areas for organizations to define their Azure architecture",2025-01-10T08:38:47Z
89,PSKoans,vexx32,https://github.com/vexx32/PSKoans,1731,176,PowerShell,39,"A simple, fun, and interactive way to learn the PowerShell language through Pester unit testing.",2024-09-03T22:08:21Z
90,Microsoft-Defender-for-Cloud,Azure,https://github.com/Azure/Microsoft-Defender-for-Cloud,1728,776,PowerShell,17,Welcome to the Microsoft Defender for Cloud community repository,2024-12-20T18:43:29Z
91,JAWS,411Hall,https://github.com/411Hall/JAWS,1723,304,PowerShell,1,JAWS - Just Another Windows (Enum) Script,2021-04-19T14:53:29Z
92,windowsterminal-shell,lextm,https://github.com/lextm/windowsterminal-shell,1685,149,PowerShell,14,Install/uninstall scripts for Windows Terminal context menu items,2024-05-08T01:41:44Z
93,Microsoft365DSC,microsoft,https://github.com/microsoft/Microsoft365DSC,1667,520,PowerShell,459,"Manages, configures, extracts and monitors Microsoft 365 tenant configurations",2025-01-08T20:00:31Z
94,packer-windows,joefitzgerald,https://github.com/joefitzgerald/packer-windows,1634,1122,PowerShell,35,Windows Packer Templates,2019-08-05T14:35:46Z
95,Main,ScoopInstaller,https://github.com/ScoopInstaller/Main,1621,977,PowerShell,111,📦 The default bucket for Scoop.,2025-01-11T08:29:07Z
96,Security-Datasets,OTRF,https://github.com/OTRF/Security-Datasets,1617,240,PowerShell,6,Re-play Security Events,2024-03-20T20:19:19Z
97,Kansa,davehull,https://github.com/davehull/Kansa,1573,268,PowerShell,43,A Powershell incident response framework,2022-11-22T02:14:29Z
98,psake,psake,https://github.com/psake/psake,1566,269,PowerShell,26,A build automation tool written in PowerShell,2024-10-14T17:14:37Z
99,Red_Team,BankSecurity,https://github.com/BankSecurity/Red_Team,1558,367,PowerShell,0,Some scripts useful for red team activities,2022-01-27T18:55:16Z
100,PowerSharpPack,S3cur3Th1sSh1t,https://github.com/S3cur3Th1sSh1t/PowerSharpPack,1542,307,PowerShell,1,None,2024-06-13T10:33:45Z
